execution_order,run_id,config_id,rep,config_hash,scan_type,timing,fragmentation,decoys,padding,source_port,command_template
113,C0234-r2,C0234,2,42b16c11c3,sX,T4,f,d5,pad50,sp53,"nmap -sX -T4 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
114,C0073-r2,C0073,2,401661db87,sX,T5,mtu24,d10,pad50,sp53,"nmap -sX -T5 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
115,C0239-r2,C0239,2,98e8ef389e,sA,T3,none,d10,pad50,none,"nmap -sA -T3 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
116,C0274-r1,C0274,1,b7cf8c01da,sF,T0,mtu24,none,none,none,"nmap -sF -T0 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
117,C0366-r1,C0366,1,461d72e0cd,sF,T3,none,d5,none,sp53,"nmap -sF -T3 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
118,C0327-r2,C0327,2,20c66708dc,sA,T1,f,d5,pad50,sp53,"nmap -sA -T1 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
119,C0310-r1,C0310,1,c818ca0871,sX,T0,ff,none,none,sp53,"nmap -sX -T0 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
120,C0212-r1,C0212,1,3cd47933b5,sT,T0,mtu24,none,pad50,none,"nmap -sT -T0 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
121,C0027-r3,C0027,3,720bf71bcf,sN,T0,none,none,pad50,none,"nmap -sN -T0 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
122,C0329-r1,C0329,1,05c84c1f90,sS,T1,mtu24,d5,pad50,none,"nmap -sS -T1 --mtu 24 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
123,C0327-r3,C0327,3,20c66708dc,sA,T1,f,d5,pad50,sp53,"nmap -sA -T1 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
124,C0014-r2,C0014,2,70a3016d4d,sN,T1,ff,d5,none,none,"nmap -sN -T1 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
125,C0345-r1,C0345,1,e278291d34,sN,T1,ff,d10,none,none,"nmap -sN -T1 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
126,C0336-r3,C0336,3,9e21a898ee,sN,T2,f,d5,pad50,none,"nmap -sN -T2 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
127,C0069-r2,C0069,2,d9d713e208,sX,T1,f,d10,none,none,"nmap -sX -T1 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
128,C0042-r3,C0042,3,ff8d9104de,sF,T0,mtu24,d10,pad50,none,"nmap -sF -T0 --mtu 24 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
129,C0257-r3,C0257,3,f3757db6f1,sT,T2,ff,d5,none,none,"nmap -sT -T2 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
130,C0244-r2,C0244,2,0caa6f1f10,sT,T0,none,d5,pad50,none,"nmap -sT -T0 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
131,C0350-r2,C0350,2,027401e0fb,sU,T5,f,d10,pad50,none,"nmap -sU -T5 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
132,C0077-r1,C0077,1,8ed550b9fe,sA,T5,mtu24,none,none,none,"nmap -sA -T5 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
133,C0318-r1,C0318,1,60f9a6d285,sS,T5,ff,none,pad50,none,"nmap -sS -T5 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
134,C0369-r2,C0369,2,188e8772f0,sT,T1,ff,d10,none,none,"nmap -sT -T1 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
135,C0297-r1,C0297,1,0f3c6a5d3c,sN,T4,ff,d5,pad50,none,"nmap -sN -T4 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
136,C0199-r2,C0199,2,ce2a54ecc9,sT,T5,none,d5,none,none,"nmap -sT -T5 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
137,C0130-r3,C0130,3,7035a3075d,sN,T0,ff,d10,pad50,sp53,"nmap -sN -T0 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
138,C0166-r3,C0166,3,f7c02d804d,sA,T1,none,d10,pad50,sp53,"nmap -sA -T1 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
139,C0040-r1,C0040,1,fc1436b087,sT,T4,f,d10,pad50,sp53,"nmap -sT -T4 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
140,C0294-r2,C0294,2,98334550e0,sU,T5,none,d5,none,sp53,"nmap -sU -T5 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
141,C0189-r1,C0189,1,109c2b6f6f,sU,T1,mtu24,d10,pad50,sp53,"nmap -sU -T1 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
142,C0211-r1,C0211,1,0340480282,sS,T0,ff,d5,none,sp53,"nmap -sS -T0 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
143,C0098-r3,C0098,3,38bf1a0b1d,sS,T0,none,none,none,none,"nmap -sS -T0 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
144,C0178-r1,C0178,1,2cb06c3df6,sX,T3,none,none,none,sp53,"nmap -sX -T3 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
145,C0369-r3,C0369,3,188e8772f0,sT,T1,ff,d10,none,none,"nmap -sT -T1 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
146,C0351-r2,C0351,2,ada56e0dc5,sU,T1,f,d10,pad50,sp53,"nmap -sU -T1 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
147,C0029-r3,C0029,3,6be3c8c6c2,sX,T2,mtu24,d5,none,none,"nmap -sX -T2 --mtu 24 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
148,C0334-r3,C0334,3,d5e4f86fe2,sT,T1,ff,d5,none,sp53,"nmap -sT -T1 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
149,C0095-r2,C0095,2,86e1b19687,sX,T2,none,none,none,sp53,"nmap -sX -T2 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
150,C0004-r2,C0004,2,eccfbd76c5,sT,T2,mtu24,none,pad50,sp53,"nmap -sT -T2 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
151,C0237-r1,C0237,1,9e02351caf,sT,T3,f,d10,none,sp53,"nmap -sT -T3 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
152,C0291-r1,C0291,1,4d49449b26,sT,T4,f,none,none,none,"nmap -sT -T4 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
153,C0001-r2,C0001,2,e5e03d21e5,sS,T5,ff,d10,pad50,none,"nmap -sS -T5 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
154,C0358-r2,C0358,2,9ca57f99bd,sX,T2,ff,none,pad50,none,"nmap -sX -T2 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
155,C0128-r3,C0128,3,9e67807c44,sT,T0,f,d5,none,sp53,"nmap -sT -T0 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
156,C0143-r2,C0143,2,00a64af9ed,sN,T1,f,d10,pad50,sp53,"nmap -sN -T1 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
157,C0241-r1,C0241,1,6b7ce210b6,sF,T1,ff,none,none,none,"nmap -sF -T1 -f -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
158,C0133-r2,C0133,2,1b3bf10d6a,sU,T4,ff,d5,pad50,sp53,"nmap -sU -T4 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
159,C0148-r2,C0148,2,1a48d5a8ad,sS,T4,ff,d5,pad50,none,"nmap -sS -T4 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
160,C0060-r1,C0060,1,c8dd34c7a6,sF,T1,f,d10,pad50,sp53,"nmap -sF -T1 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
161,C0106-r1,C0106,1,56f757401c,sN,T5,f,d10,pad50,sp53,"nmap -sN -T5 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
162,C0374-r3,C0374,3,e9d2aaaff0,sA,T2,ff,d10,none,none,"nmap -sA -T2 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
163,C0354-r2,C0354,2,bef4c7b00d,sF,T3,ff,none,pad50,none,"nmap -sF -T3 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
164,C0238-r2,C0238,2,78a75dfb42,sF,T2,ff,d10,pad50,sp53,"nmap -sF -T2 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
165,C0116-r3,C0116,3,2e6ba5f93a,sS,T1,f,none,pad50,sp53,"nmap -sS -T1 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
166,C0009-r2,C0009,2,25c7038950,sX,T1,mtu24,d10,pad50,sp53,"nmap -sX -T1 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
167,C0148-r1,C0148,1,1a48d5a8ad,sS,T4,ff,d5,pad50,none,"nmap -sS -T4 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
168,C0149-r3,C0149,3,7592bec283,sA,T2,none,d10,pad50,none,"nmap -sA -T2 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
169,C0025-r3,C0025,3,788d8105e1,sF,T4,mtu24,d10,none,none,"nmap -sF -T4 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
170,C0044-r2,C0044,2,56630055e7,sT,T5,none,none,none,sp53,"nmap -sT -T5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
171,C0346-r3,C0346,3,6a17fd95a2,sF,T1,none,none,pad50,sp53,"nmap -sF -T1 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
172,C0022-r1,C0022,1,d31d433b76,sS,T3,mtu24,d10,none,none,"nmap -sS -T3 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
173,C0116-r1,C0116,1,2e6ba5f93a,sS,T1,f,none,pad50,sp53,"nmap -sS -T1 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
174,C0209-r2,C0209,2,82611df3c5,sS,T5,ff,none,none,sp53,"nmap -sS -T5 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
175,C0178-r3,C0178,3,2cb06c3df6,sX,T3,none,none,none,sp53,"nmap -sX -T3 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
176,C0372-r1,C0372,1,372a7f0fc0,sA,T5,ff,d5,none,sp53,"nmap -sA -T5 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
177,C0052-r3,C0052,3,135c5df947,sN,T0,mtu24,none,none,none,"nmap -sN -T0 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
178,C0204-r1,C0204,1,c637c2fde1,sT,T3,none,d10,none,none,"nmap -sT -T3 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
179,C0047-r3,C0047,3,94e3b2377a,sF,T2,mtu24,d5,pad50,sp53,"nmap -sF -T2 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
180,C0001-r1,C0001,1,e5e03d21e5,sS,T5,ff,d10,pad50,none,"nmap -sS -T5 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
181,C0145-r3,C0145,3,7afc7b6980,sX,T2,f,none,pad50,sp53,"nmap -sX -T2 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
182,C0313-r3,C0313,3,18067e1170,sX,T0,mtu24,d10,pad50,sp53,"nmap -sX -T0 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
183,C0236-r1,C0236,1,151ac88dec,sF,T3,f,none,none,none,"nmap -sF -T3 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
184,C0198-r1,C0198,1,8935cc5c1d,sU,T0,f,d5,none,sp53,"nmap -sU -T0 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
185,C0081-r1,C0081,1,f5f8f1c2ff,sT,T3,none,d10,none,sp53,"nmap -sT -T3 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
186,C0290-r1,C0290,1,f4b0472fa7,sN,T3,none,d5,pad50,none,"nmap -sN -T3 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
187,C0163-r1,C0163,1,f4a09ce5ca,sA,T1,none,d10,none,none,"nmap -sA -T1 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
188,C0046-r1,C0046,1,b9f3aed104,sF,T5,mtu24,none,none,none,"nmap -sF -T5 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
189,C0134-r1,C0134,1,23d7c80e5a,sS,T1,none,none,none,none,"nmap -sS -T1 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
190,C0265-r1,C0265,1,4e027960e6,sF,T4,mtu24,none,none,sp53,"nmap -sF -T4 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
191,C0339-r2,C0339,2,d96e60bcc1,sX,T0,f,none,pad50,none,"nmap -sX -T0 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
192,C0125-r1,C0125,1,c93fe1f982,sA,T4,none,d10,none,sp53,"nmap -sA -T4 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
193,C0145-r2,C0145,2,7afc7b6980,sX,T2,f,none,pad50,sp53,"nmap -sX -T2 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
194,C0375-r2,C0375,2,15a3137a39,sN,T4,mtu24,d10,none,none,"nmap -sN -T4 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
195,C0221-r3,C0221,3,afbee43033,sX,T1,f,d5,none,none,"nmap -sX -T1 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
196,C0007-r2,C0007,2,74c8f5e314,sX,T4,mtu24,d5,none,sp53,"nmap -sX -T4 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
197,C0080-r1,C0080,1,193c121435,sA,T3,none,d10,pad50,sp53,"nmap -sA -T3 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
198,C0277-r1,C0277,1,5b95d97f97,sF,T3,mtu24,d5,none,sp53,"nmap -sF -T3 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
199,C0267-r1,C0267,1,f540c5472b,sA,T0,none,d5,none,sp53,"nmap -sA -T0 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
200,C0083-r2,C0083,2,b1a7cbbb30,sU,T3,mtu24,d10,pad50,sp53,"nmap -sU -T3 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
201,C0063-r1,C0063,1,fcd5f97d74,sS,T2,mtu24,d5,pad50,none,"nmap -sS -T2 --mtu 24 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
202,C0033-r2,C0033,2,e0b7c87fb6,sT,T5,f,none,none,none,"nmap -sT -T5 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
203,C0119-r2,C0119,2,eb7338a8eb,sT,T0,none,none,pad50,sp53,"nmap -sT -T0 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
204,C0136-r1,C0136,1,cfe828241a,sS,T4,mtu24,d5,none,sp53,"nmap -sS -T4 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
205,C0091-r1,C0091,1,60c4637663,sA,T0,none,none,pad50,sp53,"nmap -sA -T0 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
206,C0114-r2,C0114,2,27b2abc577,sS,T4,mtu24,none,none,none,"nmap -sS -T4 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
207,C0106-r3,C0106,3,56f757401c,sN,T5,f,d10,pad50,sp53,"nmap -sN -T5 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
208,C0062-r2,C0062,2,c8c9b17d78,sN,T0,mtu24,d5,none,none,"nmap -sN -T0 --mtu 24 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
209,C0300-r2,C0300,2,c8945f22c3,sU,T5,mtu24,none,pad50,sp53,"nmap -sU -T5 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
210,C0207-r1,C0207,1,28520075ec,sX,T5,none,none,none,sp53,"nmap -sX -T5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
211,C0137-r1,C0137,1,a31f36b376,sS,T3,f,d10,none,sp53,"nmap -sS -T3 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
212,C0129-r3,C0129,3,0e107d93f5,sF,T4,mtu24,d10,pad50,sp53,"nmap -sF -T4 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
213,C0360-r1,C0360,1,592f591544,sS,T1,mtu24,d10,none,none,"nmap -sS -T1 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
214,C0253-r3,C0253,3,83a14986c9,sN,T5,ff,d5,pad50,none,"nmap -sN -T5 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
215,C0270-r1,C0270,1,21f5194543,sA,T3,ff,d5,pad50,none,"nmap -sA -T3 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
216,C0279-r3,C0279,3,5ecfd8cdbc,sN,T2,ff,none,none,none,"nmap -sN -T2 -f -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
217,C0281-r3,C0281,3,f4f4d3b8fd,sA,T0,ff,d10,none,sp53,"nmap -sA -T0 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
218,C0009-r3,C0009,3,25c7038950,sX,T1,mtu24,d10,pad50,sp53,"nmap -sX -T1 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
219,C0227-r1,C0227,1,266ee3693c,sN,T5,f,d10,pad50,none,"nmap -sN -T5 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
220,C0089-r3,C0089,3,6c077e593f,sA,T0,none,d10,pad50,none,"nmap -sA -T0 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
221,C0031-r1,C0031,1,b1dd6a3427,sS,T3,ff,none,pad50,none,"nmap -sS -T3 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
222,C0112-r3,C0112,3,ce1d5e8ee4,sS,T3,none,d10,pad50,sp53,"nmap -sS -T3 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
223,C0344-r2,C0344,2,e18061c0ad,sT,T1,ff,d5,pad50,sp53,"nmap -sT -T1 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
